ts,price,signal,is_entry,is_exit,qty,pnl,equity
2025-04-10 18:36:00,79542.745071,1,False,False,1.0,-129.37868999999773,79447.169339
2025-04-10 18:37:00,79542.745071,0,False,True,1.0,-129.37868999999773,79447.169339
2025-04-10 18:38:00,79605.795952,1,True,False,1.0,0.0,79605.795952
2025-04-10 18:39:00,79559.429326,0,False,True,1.0,-46.366626000002725,79559.429326
2025-04-10 18:40:00,79607.74147,1,True,False,1.0,0.0,79607.74147
2025-04-10 18:41:00,79548.11515,1,False,False,1.0,-59.62631999999576,79548.11515
2025-04-10 18:42:00,79610.235234,1,False,False,1.0,2.4937640000134706,79610.235234
2025-04-10 18:43:00,79628.917709,1,False,False,1.0,21.176239000007627,79628.917709
2025-04-10 18:44:00,79671.038283,1,False,False,1.0,63.296813000008115,79671.038283
2025-04-10 18:45:00,79552.907111,1,False,False,1.0,-54.834359000000404,79552.907111
2025-04-10 18:46:00,79552.907111,1,False,False,1.0,-54.834359000000404,79552.907111
2025-04-10 18:47:00,79433.488253,1,False,False,1.0,-174.2532169999904,79433.488253
2025-04-10 18:48:00,79372.041051,0,False,True,1.0,-235.7004190000007,79372.041051
2025-04-10 18:49:00,79421.340982,1,True,False,1.0,0.0,79421.340982
2025-04-10 18:50:00,79537.135925,1,False,False,1.0,115.79494300000079,79537.135925
2025-04-10 18:51:00,79525.338235,-1,True,True,1.0,103.99725300000864,79525.338235
2025-04-10 18:52:00,79383.724359,-1,False,False,1.0,141.61387600000307,79666.952111
2025-04-10 18:53:00,79406.016106,-1,False,False,1.0,119.32212900000741,79644.66036400001
2025-04-10 18:54:00,79402.316757,-1,False,False,1.0,123.02147800000967,79648.35971300001
2025-04-10 18:55:00,79408.667956,-1,False,False,1.0,116.67027899999812,79642.008514
2025-04-10 18:56:00,79443.727875,-1,False,False,1.0,81.61036000000604,79606.94859500001
2025-04-10 18:57:00,79499.132622,-1,False,False,1.0,26.205612999998266,79551.543848
2025-04-10 18:58:00,79530.232811,-1,False,False,1.0,-4.894575999991503,79520.44365900001
2025-04-10 18:59:00,79528.336567,-1,False,False,1.0,-2.998332000002847,79522.339903
2025-04-10 19:00:00,79654.118683,-1,False,False,1.0,-128.78044799999043,79396.55778700001
2025-04-10 19:01:00,79677.117343,-1,False,False,1.0,-151.77910800000245,79373.559127
2025-04-10 19:02:00,79697.738345,-1,False,False,1.0,-172.40011000000231,79352.938125
2025-04-10 19:03:00,79705.268035,-1,False,False,1.0,-179.92979999999807,79345.408435
2025-04-10 19:04:00,79701.342939,1,True,True,1.0,-176.00470399999176,79349.33353100001
2025-04-10 19:05:00,79624.327485,1,False,False,1.0,-77.01545399999304,79272.31807700002
2025-04-10 19:06:00,79662.180177,1,False,False,1.0,-39.162761999992654,79310.17076900002
2025-04-10 19:07:00,79558.302545,1,False,False,1.0,-143.040393999996,79206.29313700002
2025-04-10 19:08:00,79509.500016,1,False,False,1.0,-191.84292299998924,79157.49060800002
2025-04-10 19:09:00,79509.500016,1,False,False,1.0,-191.84292299998924,79157.49060800002
2025-04-10 19:10:00,79554.552466,1,False,False,1.0,-146.79047300000093,79202.54305800001
2025-04-10 19:11:00,79568.679623,0,False,True,1.0,-132.66331599999103,79216.67021500002
2025-04-10 19:12:00,79398.58528,1,True,False,1.0,0.0,79398.58528
2025-04-10 19:13:00,79498.884297,1,False,False,1.0,100.29901699999755,79498.884297
2025-04-10 19:14:00,79499.831405,1,False,False,1.0,101.24612500000512,79499.831405
2025-04-10 19:15:00,79557.837551,-1,True,True,1.0,159.25227100000484,79557.837551
2025-04-10 19:16:00,79524.545775,-1,False,False,1.0,33.29177599999821,79591.129327
2025-04-10 19:17:00,79394.50178,-1,False,False,1.0,163.3357709999982,79721.173322
2025-04-10 19:18:00,79498.920508,-1,False,False,1.0,58.91704300000856,79616.75459400001
2025-04-10 19:19:00,79498.920508,-1,False,False,1.0,58.91704300000856,79616.75459400001
2025-04-10 19:20:00,79594.494337,-1,False,False,1.0,-36.65678599999228,79521.18076500001
2025-04-10 19:21:00,79594.494337,0,False,True,1.0,-36.65678599999228,79521.18076500001
2025-04-10 19:22:00,79637.925587,-1,True,False,1.0,0.0,79637.925587
2025-04-10 19:23:00,79637.925587,0,False,True,1.0,-0.0,79637.925587
2025-04-10 19:24:00,79441.798617,1,True,False,1.0,0.0,79441.798617
2025-04-10 19:25:00,79514.480782,0,False,True,1.0,72.68216500000563,79514.480782
2025-04-10 19:26:00,79594.003661,1,True,False,1.0,0.0,79594.003661
2025-04-10 19:27:00,79532.072518,-1,True,True,1.0,-61.931142999994336,79532.072518
2025-04-10 19:28:00,79487.814328,1,True,True,1.0,44.258190000007744,79576.33070800001
2025-04-10 19:29:00,79347.996125,1,False,False,1.0,-139.818202999988,79436.51250500002
2025-04-10 19:30:00,79349.940942,-1,True,True,1.0,-137.87338599999202,79438.45732200002
2025-04-10 19:31:00,79409.042121,-1,False,False,1.0,-59.10117900000478,79379.35614300001
2025-04-10 19:32:00,79494.241702,-1,False,False,1.0,-144.30075999999826,79294.15656200002
2025-04-10 19:33:00,79500.28425,-1,False,False,1.0,-150.3433079999959,79288.11401400002
2025-04-10 19:34:00,79496.035998,-1,False,False,1.0,-146.09505600000557,79292.36226600001
2025-04-10 19:35:00,79496.035998,-1,False,False,1.0,-146.09505600000557,79292.36226600001
2025-04-10 19:36:00,79560.105745,-1,False,False,1.0,-210.1648029999924,79228.29251900002
2025-04-10 19:37:00,79490.551594,0,False,True,1.0,-140.61065200000303,79297.84667000001
2025-04-10 19:38:00,79577.306379,-1,True,False,1.0,0.0,79577.306379
2025-04-10 19:39:00,79546.336993,-1,False,False,1.0,30.96938599999703,79608.275765
2025-04-10 19:40:00,79584.029901,-1,False,False,1.0,-6.72352200000023,79570.582857
2025-04-10 19:41:00,79584.029901,-1,False,False,1.0,-6.72352200000023,79570.582857
2025-04-10 19:42:00,79339.357978,-1,False,False,1.0,237.94840100000147,79815.25478
2025-04-10 19:43:00,79364.736786,0,False,True,1.0,212.56959300000744,79789.87597200001
2025-04-10 19:44:00,79364.736786,-1,True,False,1.0,0.0,79364.736786
2025-04-10 19:45:00,79370.792534,-1,False,False,1.0,-6.055747999998857,79358.681038
2025-04-10 19:46:00,79407.958466,0,False,True,1.0,-43.22168000000238,79321.51510599999
2025-04-10 19:47:00,79474.563337,-1,True,False,1.0,0.0,79474.563337
2025-04-10 19:48:00,79342.963839,-1,False,False,1.0,131.59949799999595,79606.162835
2025-04-10 19:49:00,79352.039085,-1,False,False,1.0,122.52425200000289,79597.087589
2025-04-10 19:50:00,79473.901487,-1,False,False,1.0,0.6618500000040513,79475.225187
2025-04-10 19:51:00,79577.773283,-1,False,False,1.0,-103.20994600000267,79371.353391
2025-04-10 19:52:00,79581.032168,-1,False,False,1.0,-106.4688310000056,79368.094506
2025-04-10 19:53:00,79646.859243,-1,False,False,1.0,-172.29590599999938,79302.267431
2025-04-10 19:54:00,79665.434063,-1,False,False,1.0,-190.87072599999374,79283.692611
2025-04-10 19:55:00,79576.41673,-1,False,False,1.0,-101.8533929999976,79372.709944
2025-04-10 19:56:00,79880.395104,-1,False,False,1.0,-405.83176699999603,79068.73157
2025-04-10 19:57:00,79763.512647,1,True,True,1.0,-288.94930999999633,79185.614027
2025-04-10 19:58:00,79708.914557,1,False,False,1.0,-54.5980899999995,79131.015937
2025-04-10 19:59:00,79598.636835,1,False,False,1.0,-164.8758119999984,79020.738215
2025-04-10 20:00:00,79672.225797,1,False,False,1.0,-91.2868499999895,79094.32717700001
2025-04-10 20:01:00,79797.521712,1,False,False,1.0,34.00906500000565,79219.62309200001
2025-04-10 20:02:00,79765.083318,1,False,False,1.0,1.5706710000085877,79187.18469800001
2025-04-10 20:03:00,79734.234331,1,False,False,1.0,-29.278315999996266,79156.335711
2025-04-10 20:04:00,79749.829981,1,False,False,1.0,-13.682665999993333,79171.93136100001
2025-04-10 20:05:00,79793.47202,1,False,False,1.0,29.959373000005144,79215.57340000001
2025-04-10 20:06:00,79797.765649,1,False,False,1.0,34.25300199999765,79219.867029
2025-04-10 20:07:00,79797.465243,1,False,False,1.0,33.95259600000281,79219.566623
2025-04-10 20:08:00,79797.503294,1,False,False,1.0,33.99064699999872,79219.604674
2025-04-10 20:09:00,79839.5976,1,False,False,1.0,76.08495299999777,79261.69898
2025-04-10 20:10:00,79864.809777,1,False,False,1.0,101.29713000000629,79286.91115700001
2025-04-10 20:11:00,79873.890458,1,False,False,1.0,110.37781099999847,79295.991838
2025-04-10 20:12:00,79887.147699,1,False,False,1.0,123.63505199999781,79309.249079
2025-04-10 20:13:00,79792.705857,1,False,False,1.0,29.193209999997634,79214.807237
2025-04-10 20:14:00,79860.608779,1,False,False,1.0,97.09613200000604,79282.71015900001
2025-04-10 20:15:00,79746.436506,1,False,False,1.0,-17.076140999997733,79168.537886
2025-04-10 20:16:00,79744.672994,1,False,False,1.0,-18.839653000002727,79166.774374
2025-04-10 20:17:00,79716.187275,1,False,False,1.0,-47.32537199999206,79138.28865500001
2025-04-10 20:18:00,79663.553139,1,False,False,1.0,-99.95950799999991,79085.654519
2025-04-10 20:19:00,79694.185256,1,False,False,1.0,-69.3273909999989,79116.286636
2025-04-10 20:20:00,79640.405585,1,False,False,1.0,-123.1070619999955,79062.50696500001
2025-04-10 20:21:00,79658.828311,1,False,False,1.0,-104.68433599999116,79080.92969100001
2025-04-10 20:22:00,79578.043745,1,False,False,1.0,-185.46890199999325,79000.14512500001
2025-04-10 20:23:00,79592.856293,1,False,False,1.0,-170.65635399999155,79014.95767300001
2025-04-10 20:24:00,79526.220385,1,False,False,1.0,-237.29226200000267,78948.321765
2025-04-10 20:25:00,79538.815688,1,False,False,1.0,-224.6969589999935,78960.91706800001
2025-04-10 20:26:00,79577.290904,1,False,False,1.0,-186.22174300000188,78999.392284
2025-04-10 20:27:00,79563.720381,1,False,False,1.0,-199.79226599998947,78985.82176100001
2025-04-10 20:28:00,79529.439256,1,False,False,1.0,-234.07339099999808,78951.540636
2025-04-10 20:29:00,79554.759496,1,False,False,1.0,-208.75315099999716,78976.860876
2025-04-10 20:30:00,79590.995908,1,False,False,1.0,-172.51673899999878,79013.097288
2025-04-10 20:31:00,79687.956983,1,False,False,1.0,-75.55566399999952,79110.058363
2025-04-10 20:32:00,79734.451503,1,False,False,1.0,-29.061143999992055,79156.55288300001
2025-04-10 20:33:00,79666.947237,1,False,False,1.0,-96.56540999999561,79089.04861700001
2025-04-10 20:34:00,79661.689225,1,False,False,1.0,-101.8234220000013,79083.790605
2025-04-10 20:35:00,79688.016756,1,False,False,1.0,-75.49589099999866,79110.118136
2025-04-10 20:36:00,79709.410219,1,False,False,1.0,-54.102427999998326,79131.511599
2025-04-10 20:37:00,79744.706211,1,False,False,1.0,-18.80643599999894,79166.807591
2025-04-10 20:38:00,79719.433722,1,False,False,1.0,-44.07892499999434,79141.53510200001
2025-04-10 20:39:00,79750.624527,1,False,False,1.0,-12.888119999988703,79172.72590700001
2025-04-10 20:40:00,79787.241149,1,False,False,1.0,23.728501999998116,79209.342529
2025-04-10 20:41:00,79745.41611,1,False,False,1.0,-18.09653699999035,79167.51749000001
2025-04-10 20:42:00,79784.034561,1,False,False,1.0,20.521913999997196,79206.135941
2025-04-10 20:43:00,79834.884372,1,False,False,1.0,71.37172500000452,79256.98575200001
2025-04-10 20:44:00,79841.950543,1,False,False,1.0,78.4378960000031,79264.051923
2025-04-10 20:45:00,79792.887864,1,False,False,1.0,29.37521700000798,79214.98924400001
2025-04-10 20:46:00,79816.770061,1,False,False,1.0,53.257414000006975,79238.87144100001
2025-04-10 20:47:00,79842.395494,1,False,False,1.0,78.88284700000077,79264.496874
2025-04-10 20:48:00,79892.941647,1,False,False,1.0,129.42900000000373,79315.043027
2025-04-10 20:49:00,79879.804449,1,False,False,1.0,116.29180200000701,79301.90582900001
2025-04-10 20:50:00,79866.398703,1,False,False,1.0,102.88605600000301,79288.500083
2025-04-10 20:51:00,79867.052275,1,False,False,1.0,103.53962799999863,79289.153655
2025-04-10 20:52:00,79902.882728,1,False,False,1.0,139.37008100000094,79324.984108
2025-04-10 20:53:00,79886.832308,1,False,False,1.0,123.31966100000136,79308.933688
2025-04-10 20:54:00,79885.684951,1,False,False,1.0,122.17230400000699,79307.78633100001
2025-04-10 20:55:00,79791.038591,1,False,False,1.0,27.525944000008167,79213.13997100001
2025-04-10 20:56:00,79838.163959,1,False,False,1.0,74.65131200000178,79260.265339
2025-04-10 20:57:00,79773.667269,1,False,False,1.0,10.154622000001837,79195.768649
2025-04-10 20:58:00,79826.562055,1,False,False,1.0,63.049408000006224,79248.66343500001
2025-04-10 20:59:00,79846.899513,1,False,False,1.0,83.38686600000074,79269.000893
2025-04-10 21:00:00,79880.659512,1,False,False,1.0,117.14686500000244,79302.760892
2025-04-10 21:01:00,79899.653633,1,False,False,1.0,136.14098599999852,79321.755013
2025-04-10 21:02:00,79902.838656,1,False,False,1.0,139.32600900001125,79324.94003600001
2025-04-10 21:03:00,79864.565422,1,False,False,1.0,101.05277500000375,79286.666802
2025-04-10 21:04:00,79869.199412,1,False,False,1.0,105.68676500000583,79291.30079200001
2025-04-10 21:05:00,79891.601535,1,False,False,1.0,128.0888879999984,79313.702915
2025-04-10 21:06:00,79896.77007,1,False,False,1.0,133.25742300000275,79318.87145
2025-04-10 21:07:00,79923.335228,1,False,False,1.0,159.82258100000035,79345.436608
2025-04-10 21:08:00,79939.514764,1,False,False,1.0,176.0021170000109,79361.61614400001
2025-04-10 21:09:00,79967.530465,1,False,False,1.0,204.01781800000754,79389.63184500001
2025-04-10 21:10:00,79968.188248,1,False,False,1.0,204.67560100000992,79390.28962800001
2025-04-10 21:11:00,79893.627469,1,False,False,1.0,130.1148220000032,79315.728849
2025-04-10 21:12:00,79742.263964,1,False,False,1.0,-21.248682999997982,79164.365344
2025-04-10 21:13:00,79722.736067,1,False,False,1.0,-40.776579999990645,79144.83744700001
2025-04-10 21:14:00,79720.624887,1,False,False,1.0,-42.8877599999978,79142.726267
2025-04-10 21:15:00,79770.513228,1,False,False,1.0,7.000581000000238,79192.614608
2025-04-10 21:16:00,79725.630316,1,False,False,1.0,-37.882331000000704,79147.731696
2025-04-10 21:17:00,79748.864066,1,False,False,1.0,-14.648581000001286,79170.965446
2025-04-10 21:18:00,79760.310868,1,False,False,1.0,-3.2017789999954402,79182.41224800001
2025-04-10 21:19:00,79782.41025,1,False,False,1.0,18.897603000004892,79204.51163000001
2025-04-10 21:20:00,79733.417307,1,False,False,1.0,-30.09533999999985,79155.518687
2025-04-10 21:21:00,79681.594165,1,False,False,1.0,-81.91848199999367,79103.69554500001
2025-04-10 21:22:00,79676.292699,1,False,False,1.0,-87.21994799999811,79098.394079
2025-04-10 21:23:00,79676.79263,1,False,False,1.0,-86.72001699999964,79098.89401
2025-04-10 21:24:00,79644.738201,1,False,False,1.0,-118.7744459999958,79066.83958100001
2025-04-10 21:25:00,79658.941201,1,False,False,1.0,-104.57144600000174,79081.042581
2025-04-10 21:26:00,79663.890472,1,False,False,1.0,-99.62217499999679,79085.991852
2025-04-10 21:27:00,79762.356296,1,False,False,1.0,-1.1563509999978123,79184.457676
2025-04-10 21:28:00,79781.474028,-1,True,True,1.0,17.961381000000983,79203.575408
2025-04-10 21:29:00,79794.937586,1,True,True,1.0,-13.463558000003104,79190.11185
2025-04-10 21:30:00,79847.336569,1,False,False,1.0,52.39898300000641,79242.51083300001
2025-04-10 21:31:00,79823.580579,1,False,False,1.0,28.642993000001297,79218.754843
2025-04-10 21:32:00,79847.173491,1,False,False,1.0,52.23590499999409,79242.347755
2025-04-10 21:33:00,79867.477497,1,False,False,1.0,72.53991099999985,79262.651761
2025-04-10 21:34:00,79869.356418,1,False,False,1.0,74.41883199999575,79264.530682
2025-04-10 21:35:00,79869.344492,1,False,False,1.0,74.4069060000038,79264.518756
2025-04-10 21:36:00,79879.2238,1,False,False,1.0,84.28621400000702,79274.39806400001
2025-04-10 21:37:00,79850.761752,1,False,False,1.0,55.82416600000579,79245.936016
2025-04-10 21:38:00,79774.785767,1,False,False,1.0,-20.15181900000607,79169.960031
2025-04-10 21:39:00,79849.787183,1,False,False,1.0,54.84959699999308,79244.961447
2025-04-10 21:40:00,79854.623078,1,False,False,1.0,59.68549200000416,79249.797342
2025-04-10 21:41:00,79818.283631,1,False,False,1.0,23.346044999998412,79213.457895
2025-04-10 21:42:00,79839.716315,1,False,False,1.0,44.77872899999784,79234.890579
2025-04-10 21:43:00,79787.454156,1,False,False,1.0,-7.48342999999295,79182.62842000001
2025-04-10 21:44:00,79777.887886,1,False,False,1.0,-17.049700000003213,79173.06215
2025-04-10 21:45:00,79714.257799,1,False,False,1.0,-80.67978700000094,79109.432063
2025-04-10 21:46:00,79682.675,1,False,False,1.0,-112.2625859999971,79077.849264
2025-04-10 21:47:00,79679.315987,1,False,False,1.0,-115.62159900000552,79074.490251
2025-04-10 21:48:00,79694.511254,1,False,False,1.0,-100.42633200000273,79089.685518
2025-04-10 21:49:00,79718.338231,1,False,False,1.0,-76.59935499999847,79113.512495
2025-04-10 21:50:00,79718.338708,1,False,False,1.0,-76.59887800000433,79113.512972
2025-04-10 21:51:00,79705.322247,1,False,False,1.0,-89.61533899999631,79100.496511
2025-04-10 21:52:00,79726.190788,1,False,False,1.0,-68.74679799999285,79121.36505200001
2025-04-10 21:53:00,79743.673175,-1,True,True,1.0,-51.26441099999647,79138.847439
2025-04-10 21:54:00,79743.673175,-1,False,False,1.0,-0.0,79138.847439
2025-04-10 21:55:00,79711.510797,-1,False,False,1.0,32.162378000008175,79171.00981700001
2025-04-10 21:56:00,79710.970403,0,False,True,1.0,32.70277200000419,79171.55021100001
2025-04-10 21:57:00,79710.970403,-1,True,False,1.0,0.0,79710.970403
2025-04-10 21:58:00,79710.970403,-1,False,False,1.0,-0.0,79710.970403
2025-04-10 21:59:00,79688.721459,0,False,True,1.0,22.248944000006304,79733.219347
2025-04-10 22:00:00,79694.812923,0,False,False,0.0,0.0,79733.219347
2025-04-10 22:01:00,79694.812923,-1,True,False,1.0,0.0,79694.812923
2025-04-10 22:02:00,79521.143418,-1,False,False,1.0,173.66950499999803,79868.482428
2025-04-10 22:03:00,79521.143418,0,False,True,1.0,173.66950499999803,79868.482428
2025-04-10 22:04:00,79603.962378,-1,True,False,1.0,0.0,79603.962378
2025-04-10 22:05:00,79573.430351,0,False,True,1.0,30.532026999993832,79634.49440499999
2025-04-10 22:06:00,79573.430351,-1,True,False,1.0,0.0,79573.430351
2025-04-10 22:07:00,79537.870335,-1,False,False,1.0,35.56001600000309,79608.990367
2025-04-10 22:08:00,79537.870335,0,False,True,1.0,35.56001600000309,79608.990367
2025-04-10 22:09:00,79633.383965,-1,True,False,1.0,0.0,79633.383965
2025-04-10 22:10:00,79677.693719,0,False,True,1.0,-44.3097540000017,79589.074211
2025-04-10 22:11:00,79659.615128,-1,True,False,1.0,0.0,79659.615128
2025-04-10 22:12:00,79701.327063,-1,False,False,1.0,-41.71193499999936,79617.903193
2025-04-10 22:13:00,79676.734138,-1,False,False,1.0,-17.119009999994887,79642.49611800001
2025-04-10 22:14:00,79674.116634,-1,False,False,1.0,-14.501506000000518,79645.113622
2025-04-10 22:15:00,79737.084292,-1,False,False,1.0,-77.46916399999463,79582.14596400001
2025-04-10 22:16:00,79787.567166,-1,False,False,1.0,-127.95203799998853,79531.66309000002
2025-04-10 22:17:00,79788.439895,-1,False,False,1.0,-128.82476699999825,79530.790361
2025-04-10 22:18:00,79781.749049,-1,False,False,1.0,-122.13392100000056,79537.481207
2025-04-10 22:19:00,79790.432468,-1,False,False,1.0,-130.81733999999415,79528.79778800001
2025-04-10 22:20:00,79773.692732,-1,False,False,1.0,-114.07760399999097,79545.53752400001
2025-04-10 22:21:00,79807.868532,-1,False,False,1.0,-148.25340399998822,79511.36172400002
2025-04-10 22:22:00,79862.247162,-1,False,False,1.0,-202.63203399999475,79456.98309400001
2025-04-10 22:23:00,79860.720339,1,True,True,1.0,-201.10521100000187,79458.509917
2025-04-10 22:24:00,79774.735449,1,False,False,1.0,-85.984890000007,79372.525027
2025-04-10 22:25:00,79774.735449,1,False,False,1.0,-85.984890000007,79372.525027
2025-04-10 22:26:00,79659.694661,1,False,False,1.0,-201.02567800000543,79257.484239
2025-04-10 22:27:00,79681.227111,0,False,True,1.0,-179.49322800000664,79279.016689
2025-04-10 22:28:00,79700.096303,1,True,False,1.0,0.0,79700.096303
2025-04-10 22:29:00,79671.749656,1,False,False,1.0,-28.346646999998484,79671.749656
2025-04-10 22:30:00,79712.650696,1,False,False,1.0,12.554392999998527,79712.650696
2025-04-10 22:31:00,79724.226528,1,False,False,1.0,24.13022500000079,79724.226528
2025-04-10 22:32:00,79724.226528,-1,True,True,1.0,24.13022500000079,79724.226528
2025-04-10 22:33:00,79751.489304,-1,False,False,1.0,-27.262776000003214,79696.963752
2025-04-10 22:34:00,79774.516664,0,False,True,1.0,-50.29013599999598,79673.936392
2025-04-10 22:35:00,79845.467476,1,True,False,1.0,0.0,79845.467476
2025-04-10 22:36:00,79834.541238,1,False,False,1.0,-10.926238000000012,79834.541238
2025-04-10 22:37:00,79834.541238,1,False,False,1.0,-10.926238000000012,79834.541238
2025-04-10 22:38:00,79845.039383,1,False,False,1.0,-0.42809300000953954,79845.039383
2025-04-10 22:39:00,79845.039383,0,False,True,1.0,-0.42809300000953954,79845.039383
2025-04-10 22:40:00,79824.75872,1,True,False,1.0,0.0,79824.75872
2025-04-10 22:41:00,79824.75872,0,False,True,1.0,0.0,79824.75872
2025-04-10 22:42:00,79850.249283,1,True,False,1.0,0.0,79850.249283
2025-04-10 22:43:00,79850.249283,0,False,True,1.0,0.0,79850.249283
2025-04-10 22:44:00,79850.249283,1,True,False,1.0,0.0,79850.249283
2025-04-10 22:45:00,79842.124077,0,False,True,1.0,-8.125205999996979,79842.124077
2025-04-10 22:46:00,79795.537662,0,False,False,0.0,0.0,79842.124077
2025-04-10 22:47:00,79807.129463,1,True,False,1.0,0.0,79807.129463
2025-04-10 22:48:00,79773.15909,1,False,False,1.0,-33.97037300000375,79773.15909
2025-04-10 22:49:00,79773.15909,1,False,False,1.0,-33.97037300000375,79773.15909
2025-04-10 22:50:00,79768.834051,1,False,False,1.0,-38.29541200000676,79768.834051
2025-04-10 22:51:00,79746.094289,0,False,True,1.0,-61.03517400000419,79746.094289
2025-04-10 22:52:00,79752.559978,1,True,False,1.0,0.0,79752.559978
2025-04-10 22:53:00,79752.559978,1,False,False,1.0,0.0,79752.559978
2025-04-10 22:54:00,79752.559978,1,False,False,1.0,0.0,79752.559978
2025-04-10 22:55:00,79719.854444,0,False,True,1.0,-32.7055340000079,79719.854444
2025-04-10 22:56:00,79719.854444,0,False,False,0.0,0.0,79719.854444
2025-04-10 22:57:00,79659.734383,1,True,False,1.0,0.0,79659.734383
2025-04-10 22:58:00,79659.0423,0,False,True,1.0,-0.6920830000017304,79659.0423
2025-04-10 22:59:00,79659.0423,1,True,False,1.0,0.0,79659.0423
2025-04-10 23:00:00,79628.371974,-1,True,True,1.0,-30.670326000006753,79628.371974
2025-04-10 23:01:00,79543.249705,0,False,True,1.0,85.1222689999995,79713.494243
2025-04-10 23:02:00,79567.313549,-1,True,False,1.0,0.0,79567.313549
2025-04-10 23:03:00,79552.604071,-1,False,False,1.0,14.70947800000431,79582.023027
2025-04-10 23:04:00,79610.692079,-1,False,False,1.0,-43.378530000001774,79523.935019
2025-04-10 23:05:00,79619.138148,-1,False,False,1.0,-51.82459899999958,79515.48895
2025-04-10 23:06:00,79619.138148,-1,False,False,1.0,-51.82459899999958,79515.48895
2025-04-10 23:07:00,79663.4434,-1,False,False,1.0,-96.12985100000515,79471.183698
2025-04-10 23:08:00,79663.4434,0,False,True,1.0,-96.12985100000515,79471.183698
2025-04-10 23:09:00,79563.94518,-1,True,False,1.0,0.0,79563.94518
2025-04-10 23:10:00,79563.94518,0,False,True,1.0,-0.0,79563.94518
2025-04-10 23:11:00,79583.601575,-1,True,False,1.0,0.0,79583.601575
2025-04-10 23:12:00,79583.601575,0,False,True,1.0,-0.0,79583.601575
2025-04-10 23:13:00,79440.23873,-1,True,False,1.0,0.0,79440.23873
2025-04-10 23:14:00,79440.23873,0,False,True,1.0,-0.0,79440.23873
2025-04-10 23:15:00,79467.09137,-1,True,False,1.0,0.0,79467.09137
2025-04-10 23:16:00,79467.09137,0,False,True,1.0,-0.0,79467.09137
2025-04-10 23:17:00,79467.09137,-1,True,False,1.0,0.0,79467.09137
2025-04-10 23:18:00,79474.162267,0,False,True,1.0,-7.070897000012337,79460.02047299998
2025-04-10 23:19:00,79474.162267,0,False,False,0.0,0.0,79460.02047299998
2025-04-10 23:20:00,79550.844428,-1,True,False,1.0,0.0,79550.844428
2025-04-10 23:21:00,79550.844428,0,False,True,1.0,-0.0,79550.844428
2025-04-10 23:22:00,79515.719043,-1,True,False,1.0,0.0,79515.719043
2025-04-10 23:23:00,79588.574376,0,False,True,1.0,-72.85533299999952,79442.86371
2025-04-10 23:24:00,79458.171163,-1,True,False,1.0,0.0,79458.171163
2025-04-10 23:25:00,79470.151172,-1,False,False,1.0,-11.980008999991696,79446.19115400001
