ts,price,signal,is_entry,is_exit,qty,pnl,equity,volume_usd
2025-05-13 16:54:00,103891.6,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 16:55:00,103996.5,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 16:56:00,103826.1,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 16:57:00,103826.1,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 16:58:00,103927.6,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 16:59:00,103730.931923,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:00:00,103745.9,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:01:00,103745.9,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:02:00,103783.7,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:03:00,103840.2,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:04:00,103837.2,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:05:00,103706.6,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:06:00,103850.346,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:07:00,103949.0,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:08:00,103943.004736,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:09:00,103852.1,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:10:00,103804.48641,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:11:00,103722.2,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:12:00,103722.2,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:13:00,103874.206315,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:14:00,103896.8,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:15:00,103928.145,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:16:00,104060.1,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:17:00,103948.0,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:18:00,104030.5,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:19:00,103848.5,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:20:00,103848.5,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:21:00,103910.569687,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:22:00,104071.4,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:23:00,104093.2,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:24:00,104006.224951,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:25:00,103967.182038,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:26:00,104020.7,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:27:00,104026.5,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:28:00,103829.337355,0,False,False,0.0,0.0,3116.748,0.0
2025-05-13 17:29:00,103811.22,0,False,False,0.0,0.0,3116.748,0.0
